,Minimum,Average,Maximum,Std. Dev.,Std. Err.
Channel 1,0,42053.34,215367,32715.35,532.4
Channel 2,0,5289.82,27298,3332.65,54.23
Channel 3,0,1173,6077,879.45,14.31
Channel 4,0,120.65,500,83.64,1.36
Channel 5,0,40.58,376,32.39,0.53
Channel 6,0,7.28,120,8.38,0.14

Record #,Location,Date & Time,Instrument Status,Sample Time,Laser Status,Ch1 Size (um),Ch1 Differential,Ch1 Alarm,Ch2 Size (um),Ch2 Differential,Ch2 Alarm,Ch3 Size (um),Ch3 Differential,Ch3 Alarm,Ch4 Size (um),Ch4 Differential,Ch4 Alarm,Ch5 Size (um),Ch5 Differential,Ch5 Alarm,Ch6 Size (um),Ch6 Differential,Ch6 Alarm,Flow Status,Volume(ft3),Temperature(°F),Humidity(%)
1097,box.a5,4/24/2014 11:38:59 AM,(ok),00:01:00,OK,0.3,10416,,0.5,3433,,1,1004,,2.5,45,,5,8,,10,0,,OK,0.10,N/A,0
1098,box.a5,4/24/2014 11:39:59 AM,(ok),00:01:00,OK,0.3,10725,,0.5,3720,,1,1166,,2.5,78,,5,12,,10,1,,OK,0.10,N/A,0
1099,box.a5,4/24/2014 11:40:59 AM,(ok),00:01:00,OK,0.3,10335,,0.5,3657,,1,1175,,2.5,83,,5,13,,10,2,,OK,0.10,N/A,0
1100,box.a5,4/24/2014 11:41:59 AM,(ok),00:01:00,OK,0.3,10967,,0.5,3667,,1,1159,,2.5,77,,5,17,,10,3,,OK,0.10,N/A,0
1101,box.a5,4/24/2014 11:42:59 AM,(ok),00:01:00,OK,0.3,10726,,0.5,3541,,1,1041,,2.5,47,,5,14,,10,0,,OK,0.10,N/A,0
1102,box.a5,4/24/2014 11:43:59 AM,(ok),00:01:00,OK,0.3,10735,,0.5,3489,,1,1007,,2.5,66,,5,19,,10,1,,OK,0.10,N/A,0
1103,box.a5,4/24/2014 11:44:59 AM,(ok),00:01:00,OK,0.3,10768,,0.5,3537,,1,1125,,2.5,91,,5,12,,10,0,,OK,0.10,N/A,0
1104,box.a5,4/24/2014 11:45:59 AM,(ok),00:01:00,OK,0.3,9728,,0.5,3508,,1,1138,,2.5,65,,5,12,,10,1,,OK,0.10,N/A,0
1105,box.a5,4/24/2014 11:46:59 AM,(ok),00:01:00,OK,0.3,10453,,0.5,3380,,1,1022,,2.5,60,,5,10,,10,0,,OK,0.10,N/A,0
1106,box.a5,4/24/2014 11:47:59 AM,(ok),00:01:00,OK,0.3,9394,,0.5,3273,,1,1092,,2.5,63,,5,10,,10,0,,OK,0.10,N/A,0
1107,box.a5,4/24/2014 11:48:59 AM,(ok),00:01:00,OK,0.3,13335,,0.5,4177,,1,1151,,2.5,82,,5,16,,10,0,,OK,0.10,N/A,0
1108,box.a5,4/24/2014 11:49:59 AM,(ok),00:01:00,OK,0.3,10342,,0.5,3351,,1,936,,2.5,67,,5,12,,10,1,,OK,0.10,N/A,0
1109,box.a5,4/24/2014 11:50:59 AM,(ok),00:01:00,OK,0.3,8570,,0.5,3214,,1,982,,2.5,66,,5,6,,10,0,,OK,0.10,N/A,0
1110,box.a5,4/24/2014 11:51:59 AM,(ok),00:01:00,OK,0.3,8705,,0.5,3237,,1,996,,2.5,72,,5,10,,10,0,,OK,0.10,N/A,0
1111,box.a5,4/24/2014 11:52:59 AM,(ok),00:01:00,OK,0.3,11922,,0.5,3631,,1,1044,,2.5,63,,5,10,,10,0,,OK,0.10,N/A,0
1112,box.a5,4/24/2014 11:53:59 AM,(ok),00:01:00,OK,0.3,13605,,0.5,3986,,1,1063,,2.5,79,,5,16,,10,2,,OK,0.10,N/A,0
1113,box.a5,4/24/2014 11:54:59 AM,(ok),00:01:00,OK,0.3,12157,,0.5,3759,,1,1067,,2.5,78,,5,12,,10,1,,OK,0.10,N/A,0
1114,box.a5,4/24/2014 11:55:59 AM,(ok),00:01:00,OK,0.3,11109,,0.5,3853,,1,1239,,2.5,85,,5,22,,10,2,,OK,0.10,N/A,0
1115,box.a5,4/24/2014 11:56:59 AM,(ok),00:01:00,OK,0.3,13442,,0.5,4206,,1,1396,,2.5,114,,5,41,,10,2,,OK,0.10,N/A,0
1116,box.a5,4/24/2014 11:57:59 AM,(ok),00:01:00,OK,0.3,14556,,0.5,4380,,1,1393,,2.5,142,,5,40,,10,5,,OK,0.10,N/A,0
1117,box.a5,4/24/2014 11:58:59 AM,(ok),00:01:00,OK,0.3,13247,,0.5,3786,,1,1131,,2.5,103,,5,24,,10,2,,OK,0.10,N/A,0
1118,box.a5,4/24/2014 11:59:59 AM,(ok),00:01:00,OK,0.3,13029,,0.5,3720,,1,975,,2.5,104,,5,18,,10,1,,OK,0.10,N/A,0
1119,box.a5,4/24/2014 12:00:59 PM,(ok),00:01:00,OK,0.3,10714,,0.5,3616,,1,997,,2.5,60,,5,12,,10,0,,OK,0.10,N/A,0
1120,box.a5,4/24/2014 12:01:59 PM,(ok),00:01:00,OK,0.3,10344,,0.5,3360,,1,1001,,2.5,67,,5,17,,10,1,,OK,0.10,N/A,0
1121,box.a5,4/24/2014 12:02:59 PM,(ok),00:01:00,OK,0.3,11426,,0.5,3694,,1,1056,,2.5,71,,5,24,,10,1,,OK,0.10,N/A,0
1122,box.a5,4/24/2014 12:03:59 PM,(ok),00:01:00,OK,0.3,11244,,0.5,3529,,1,1026,,2.5,70,,5,19,,10,0,,OK,0.10,N/A,0
1123,box.a5,4/24/2014 12:04:59 PM,(ok),00:01:00,OK,0.3,12158,,0.5,3607,,1,968,,2.5,56,,5,13,,10,0,,OK,0.10,N/A,0
1124,box.a5,4/24/2014 12:05:59 PM,(ok),00:01:00,OK,0.3,11356,,0.5,3467,,1,1011,,2.5,55,,5,7,,10,1,,OK,0.10,N/A,0
1125,box.a5,4/24/2014 12:06:59 PM,(ok),00:01:00,OK,0.3,12639,,0.5,3965,,1,1150,,2.5,84,,5,12,,10,2,,OK,0.10,N/A,0
1126,box.a5,4/24/2014 12:07:59 PM,(ok),00:01:00,OK,0.3,13499,,0.5,3802,,1,1132,,2.5,87,,5,20,,10,2,,OK,0.10,N/A,0
1127,box.a5,4/24/2014 12:08:59 PM,(ok),00:01:00,OK,0.3,15482,,0.5,4458,,1,1250,,2.5,89,,5,12,,10,2,,OK,0.10,N/A,0
1128,box.a5,4/24/2014 12:09:59 PM,(ok),00:01:00,OK,0.3,20426,,0.5,4961,,1,1295,,2.5,94,,5,24,,10,2,,OK,0.10,N/A,0
1129,box.a5,4/24/2014 12:10:59 PM,(ok),00:01:00,OK,0.3,17805,,0.5,4566,,1,1159,,2.5,76,,5,15,,10,0,,OK,0.10,N/A,0
1130,box.a5,4/24/2014 12:11:59 PM,(ok),00:01:00,OK,0.3,14343,,0.5,3988,,1,1101,,2.5,74,,5,12,,10,1,,OK,0.10,N/A,0
1131,box.a5,4/24/2014 12:12:59 PM,(ok),00:01:00,OK,0.3,16010,,0.5,5898,,1,1562,,2.5,83,,5,14,,10,0,,OK,0.10,N/A,0
1132,box.a5,4/24/2014 12:13:59 PM,(ok),00:01:00,OK,0.3,15786,,0.5,4946,,1,1302,,2.5,71,,5,13,,10,1,,OK,0.10,N/A,0
1133,box.a5,4/24/2014 12:14:59 PM,(ok),00:01:00,OK,0.3,13891,,0.5,3975,,1,1093,,2.5,65,,5,17,,10,0,,OK,0.10,N/A,0
1134,box.a5,4/24/2014 12:15:59 PM,(ok),00:01:00,OK,0.3,13891,,0.5,3986,,1,1026,,2.5,70,,5,14,,10,0,,OK,0.10,N/A,0
1135,box.a5,4/24/2014 12:16:59 PM,(ok),00:01:00,OK,0.3,14529,,0.5,4066,,1,1141,,2.5,65,,5,13,,10,1,,OK,0.10,N/A,0
1136,box.a5,4/24/2014 12:17:59 PM,(ok),00:01:00,OK,0.3,14934,,0.5,4382,,1,1141,,2.5,74,,5,14,,10,0,,OK,0.10,N/A,0
1137,box.a5,4/24/2014 12:18:59 PM,(ok),00:01:00,OK,0.3,16112,,0.5,4392,,1,1129,,2.5,78,,5,14,,10,1,,OK,0.10,N/A,0
1138,box.a5,4/24/2014 12:19:59 PM,(ok),00:01:00,OK,0.3,18367,,0.5,4612,,1,1185,,2.5,71,,5,21,,10,2,,OK,0.10,N/A,0
1139,box.a5,4/24/2014 12:20:59 PM,(ok),00:01:00,OK,0.3,15082,,0.5,4154,,1,1166,,2.5,77,,5,14,,10,1,,OK,0.10,N/A,0
1140,box.a5,4/24/2014 12:21:59 PM,(ok),00:01:00,OK,0.3,12860,,0.5,3868,,1,1073,,2.5,68,,5,13,,10,2,,OK,0.10,N/A,0
1141,box.a5,4/24/2014 12:22:59 PM,(ok),00:01:00,OK,0.3,12633,,0.5,3718,,1,1055,,2.5,79,,5,18,,10,1,,OK,0.10,N/A,0
1142,box.a5,4/24/2014 12:23:59 PM,(ok),00:01:00,OK,0.3,12796,,0.5,3717,,1,1022,,2.5,62,,5,12,,10,0,,OK,0.10,N/A,0
1143,box.a5,4/24/2014 12:24:59 PM,(ok),00:01:00,OK,0.3,12577,,0.5,3822,,1,1036,,2.5,71,,5,13,,10,3,,OK,0.10,N/A,0
1144,box.a5,4/24/2014 12:25:59 PM,(ok),00:01:00,OK,0.3,14990,,0.5,4286,,1,1198,,2.5,75,,5,14,,10,1,,OK,0.10,N/A,0
1145,box.a5,4/24/2014 12:26:59 PM,(ok),00:01:00,OK,0.3,18029,,0.5,4578,,1,1256,,2.5,85,,5,25,,10,0,,OK,0.10,N/A,0
1146,box.a5,4/24/2014 12:27:59 PM,(ok),00:01:00,OK,0.3,20499,,0.5,4740,,1,1223,,2.5,82,,5,21,,10,2,,OK,0.10,N/A,0
1147,box.a5,4/24/2014 12:28:59 PM,(ok),00:01:00,OK,0.3,19817,,0.5,4286,,1,1115,,2.5,58,,5,16,,10,0,,OK,0.10,N/A,0
1148,box.a5,4/24/2014 12:29:59 PM,(ok),00:01:00,OK,0.3,17626,,0.5,4509,,1,1152,,2.5,58,,5,12,,10,1,,OK,0.10,N/A,0
1149,box.a5,4/24/2014 12:30:59 PM,(ok),00:01:00,OK,0.3,17671,,0.5,4394,,1,1122,,2.5,59,,5,11,,10,2,,OK,0.10,N/A,0
1150,box.a5,4/24/2014 12:31:59 PM,(ok),00:01:00,OK,0.3,17895,,0.5,4664,,1,1161,,2.5,74,,5,15,,10,1,,OK,0.10,N/A,0
1151,box.a5,4/24/2014 12:32:59 PM,(ok),00:01:00,OK,0.3,18730,,0.5,5058,,1,1306,,2.5,58,,5,27,,10,0,,OK,0.10,N/A,0
1152,box.a5,4/24/2014 12:33:59 PM,(ok),00:01:00,OK,0.3,21561,,0.5,5553,,1,1357,,2.5,97,,5,12,,10,2,,OK,0.10,N/A,0
1153,box.a5,4/24/2014 12:34:59 PM,(ok),00:01:00,OK,0.3,20099,,0.5,4903,,1,1145,,2.5,61,,5,11,,10,1,,OK,0.10,N/A,0
1154,box.a5,4/24/2014 12:35:59 PM,(ok),00:01:00,OK,0.3,20636,,0.5,4691,,1,1166,,2.5,73,,5,14,,10,1,,OK,0.10,N/A,0
1155,box.a5,4/24/2014 12:36:59 PM,(ok),00:00:38,OK,0.3,12882,,0.5,2985,,1,615,,2.5,37,,5,7,,10,5,,OK,0.06,N/A,0
1156,box.a5,4/24/2014 12:45:02 PM,(ok),00:01:00,OK,0.3,24308,,0.5,4327,,1,936,,2.5,79,,5,37,,10,5,,OK,0.10,N/A,0
1157,box.a5,4/24/2014 12:46:02 PM,(ok),00:01:00,OK,0.3,24467,,0.5,4534,,1,938,,2.5,84,,5,37,,10,10,,OK,0.10,N/A,0
1158,box.a5,4/24/2014 12:47:02 PM,(ok),00:01:00,OK,0.3,24897,,0.5,4491,,1,1059,,2.5,108,,5,51,,10,19,,OK,0.10,N/A,0
1159,box.a5,4/24/2014 12:48:02 PM,(ok),00:01:00,OK,0.3,24813,,0.5,4709,,1,1098,,2.5,114,,5,70,,10,9,,OK,0.10,N/A,0
1160,box.a5,4/24/2014 12:49:02 PM,(ok),00:01:00,OK,0.3,23844,,0.5,4448,,1,960,,2.5,95,,5,29,,10,14,,OK,0.10,N/A,0
1161,box.a5,4/24/2014 12:50:02 PM,(ok),00:01:00,OK,0.3,24452,,0.5,4436,,1,874,,2.5,83,,5,34,,10,13,,OK,0.10,N/A,0
1162,box.a5,4/24/2014 12:51:02 PM,(ok),00:01:00,OK,0.3,23512,,0.5,4334,,1,962,,2.5,92,,5,36,,10,11,,OK,0.10,N/A,0
1163,box.a5,4/24/2014 12:52:02 PM,(ok),00:01:00,OK,0.3,24531,,0.5,4393,,1,903,,2.5,107,,5,32,,10,8,,OK,0.10,N/A,0
1164,box.a5,4/24/2014 12:53:02 PM,(ok),00:01:00,OK,0.3,23756,,0.5,4175,,1,877,,2.5,80,,5,23,,10,8,,OK,0.10,N/A,0
1165,box.a5,4/24/2014 12:54:02 PM,(ok),00:01:00,OK,0.3,24988,,0.5,4362,,1,900,,2.5,79,,5,28,,10,6,,OK,0.10,N/A,0
1166,box.a5,4/24/2014 12:55:02 PM,(ok),00:01:00,OK,0.3,23373,,0.5,4221,,1,879,,2.5,88,,5,30,,10,10,,OK,0.10,N/A,0
1167,box.a5,4/24/2014 12:56:02 PM,(ok),00:01:00,OK,0.3,24076,,0.5,4306,,1,838,,2.5,106,,5,40,,10,4,,OK,0.10,N/A,0
1168,box.a5,4/24/2014 12:57:02 PM,(ok),00:01:00,OK,0.3,24968,,0.5,4332,,1,981,,2.5,122,,5,45,,10,10,,OK,0.10,N/A,0
1169,box.a5,4/24/2014 12:58:02 PM,(ok),00:01:00,OK,0.3,24287,,0.5,4314,,1,914,,2.5,106,,5,32,,10,7,,OK,0.10,N/A,0
1170,box.a5,4/24/2014 12:59:02 PM,(ok),00:01:00,OK,0.3,22541,,0.5,4213,,1,1066,,2.5,162,,5,58,,10,16,,OK,0.10,N/A,0
1171,box.a5,4/24/2014 1:00:02 PM,(ok),00:01:00,OK,0.3,25526,,0.5,4447,,1,957,,2.5,107,,5,42,,10,11,,OK,0.10,N/A,0
1172,box.a5,4/24/2014 1:01:02 PM,(ok),00:01:00,OK,0.3,25212,,0.5,4321,,1,904,,2.5,101,,5,38,,10,7,,OK,0.10,N/A,0
1173,box.a5,4/24/2014 1:02:02 PM,(ok),00:01:00,OK,0.3,24550,,0.5,4191,,1,935,,2.5,115,,5,44,,10,12,,OK,0.10,N/A,0
1174,box.a5,4/24/2014 1:03:02 PM,(ok),00:01:00,OK,0.3,25290,,0.5,4530,,1,1020,,2.5,134,,5,54,,10,17,,OK,0.10,N/A,0
1175,box.a5,4/24/2014 1:04:02 PM,(ok),00:01:00,OK,0.3,25531,,0.5,4515,,1,1002,,2.5,128,,5,51,,10,22,,OK,0.10,N/A,0
1176,box.a5,4/24/2014 1:05:02 PM,(ok),00:01:00,OK,0.3,24920,,0.5,4444,,1,976,,2.5,113,,5,40,,10,6,,OK,0.10,N/A,0
1177,box.a5,4/24/2014 1:06:02 PM,(ok),00:01:00,OK,0.3,25051,,0.5,4317,,1,947,,2.5,117,,5,39,,10,9,,OK,0.10,N/A,0
1178,box.a5,4/24/2014 1:07:02 PM,(ok),00:01:00,OK,0.3,25124,,0.5,4293,,1,914,,2.5,109,,5,43,,10,8,,OK,0.10,N/A,0
1179,box.a5,4/24/2014 1:08:02 PM,(ok),00:01:00,OK,0.3,23794,,0.5,4227,,1,933,,2.5,110,,5,39,,10,6,,OK,0.10,N/A,0
1180,box.a5,4/24/2014 1:09:02 PM,(ok),00:01:00,OK,0.3,24224,,0.5,4337,,1,899,,2.5,109,,5,47,,10,10,,OK,0.10,N/A,0
1181,box.a5,4/24/2014 1:10:02 PM,(ok),00:01:00,OK,0.3,25157,,0.5,4316,,1,887,,2.5,90,,5,44,,10,5,,OK,0.10,N/A,0
1182,box.a5,4/24/2014 1:11:02 PM,(ok),00:01:00,OK,0.3,24988,,0.5,4285,,1,949,,2.5,90,,5,32,,10,2,,OK,0.10,N/A,0
1183,box.a5,4/24/2014 1:12:02 PM,(ok),00:01:00,OK,0.3,24950,,0.5,4350,,1,883,,2.5,87,,5,29,,10,8,,OK,0.10,N/A,0
1184,box.a5,4/24/2014 1:13:02 PM,(ok),00:01:00,OK,0.3,25065,,0.5,4195,,1,865,,2.5,81,,5,23,,10,6,,OK,0.10,N/A,0
1185,box.a5,4/24/2014 1:14:02 PM,(ok),00:01:00,OK,0.3,25096,,0.5,4337,,1,846,,2.5,108,,5,29,,10,6,,OK,0.10,N/A,0
1186,box.a5,4/24/2014 1:15:02 PM,(ok),00:01:00,OK,0.3,24625,,0.5,4107,,1,874,,2.5,87,,5,25,,10,6,,OK,0.10,N/A,0
1187,box.a5,4/24/2014 1:16:02 PM,(ok),00:01:00,OK,0.3,25315,,0.5,4439,,1,808,,2.5,72,,5,43,,10,7,,OK,0.10,N/A,0
1188,box.a5,4/24/2014 1:17:02 PM,(ok),00:01:00,OK,0.3,24685,,0.5,4112,,1,950,,2.5,107,,5,33,,10,6,,OK,0.10,N/A,0
1189,box.a5,4/24/2014 1:18:02 PM,(ok),00:01:00,OK,0.3,24500,,0.5,4143,,1,845,,2.5,87,,5,40,,10,3,,OK,0.10,N/A,0
1190,box.a5,4/24/2014 1:19:02 PM,(ok),00:01:00,OK,0.3,24947,,0.5,4187,,1,890,,2.5,78,,5,28,,10,3,,OK,0.10,N/A,0
1191,box.a5,4/24/2014 1:20:02 PM,(ok),00:01:00,OK,0.3,23656,,0.5,4144,,1,860,,2.5,88,,5,33,,10,7,,OK,0.10,N/A,0
1192,box.a5,4/24/2014 1:21:02 PM,(ok),00:01:00,OK,0.3,24786,,0.5,4228,,1,806,,2.5,61,,5,26,,10,7,,OK,0.10,N/A,0
1193,box.a5,4/24/2014 1:22:02 PM,(ok),00:01:00,OK,0.3,24685,,0.5,4257,,1,830,,2.5,94,,5,31,,10,3,,OK,0.10,N/A,0
1194,box.a5,4/24/2014 1:23:02 PM,(ok),00:01:00,OK,0.3,24506,,0.5,4176,,1,843,,2.5,82,,5,29,,10,4,,OK,0.10,N/A,0
1195,box.a5,4/24/2014 1:24:02 PM,(ok),00:01:00,OK,0.3,24323,,0.5,4135,,1,844,,2.5,74,,5,27,,10,5,,OK,0.10,N/A,0
1196,box.a5,4/24/2014 1:25:02 PM,(ok),00:01:00,OK,0.3,24687,,0.5,4206,,1,782,,2.5,81,,5,39,,10,6,,OK,0.10,N/A,0
1197,box.a5,4/24/2014 1:26:02 PM,(ok),00:01:00,OK,0.3,25168,,0.5,4351,,1,815,,2.5,61,,5,36,,10,5,,OK,0.10,N/A,0
1198,box.a5,4/24/2014 1:27:02 PM,(ok),00:01:00,OK,0.3,24135,,0.5,4118,,1,770,,2.5,81,,5,33,,10,5,,OK,0.10,N/A,0
1199,box.a5,4/24/2014 1:28:02 PM,(ok),00:01:00,OK,0.3,24508,,0.5,4201,,1,793,,2.5,80,,5,25,,10,3,,OK,0.10,N/A,0
1200,box.a5,4/24/2014 1:29:02 PM,(ok),00:01:00,OK,0.3,24831,,0.5,4215,,1,792,,2.5,77,,5,30,,10,5,,OK,0.10,N/A,0
1201,box.a5,4/24/2014 1:30:02 PM,(ok),00:01:00,OK,0.3,24524,,0.5,4164,,1,747,,2.5,75,,5,24,,10,3,,OK,0.10,N/A,0
1202,box.a5,4/24/2014 1:31:02 PM,(ok),00:01:00,OK,0.3,23885,,0.5,4018,,1,770,,2.5,54,,5,24,,10,2,,OK,0.10,N/A,0
1203,box.a5,4/24/2014 1:32:02 PM,(ok),00:01:00,OK,0.3,24207,,0.5,4023,,1,768,,2.5,65,,5,28,,10,5,,OK,0.10,N/A,0
1204,box.a5,4/24/2014 1:33:02 PM,(ok),00:01:00,OK,0.3,24197,,0.5,3985,,1,754,,2.5,58,,5,24,,10,4,,OK,0.10,N/A,0
1205,box.a5,4/24/2014 1:34:02 PM,(ok),00:01:00,OK,0.3,23730,,0.5,4072,,1,768,,2.5,68,,5,14,,10,2,,OK,0.10,N/A,0
1206,box.a5,4/24/2014 1:35:02 PM,(ok),00:01:00,OK,0.3,24339,,0.5,4153,,1,791,,2.5,63,,5,16,,10,6,,OK,0.10,N/A,0
1207,box.a5,4/24/2014 1:36:02 PM,(ok),00:01:00,OK,0.3,24034,,0.5,3971,,1,773,,2.5,65,,5,19,,10,0,,OK,0.10,N/A,0
1208,box.a5,4/24/2014 1:37:02 PM,(ok),00:01:00,OK,0.3,23612,,0.5,3909,,1,778,,2.5,68,,5,15,,10,2,,OK,0.10,N/A,0
1209,box.a5,4/24/2014 1:38:02 PM,(ok),00:01:00,OK,0.3,23378,,0.5,3910,,1,716,,2.5,57,,5,24,,10,1,,OK,0.10,N/A,0
1210,box.a5,4/24/2014 1:39:02 PM,(ok),00:01:00,OK,0.3,23532,,0.5,3981,,1,757,,2.5,64,,5,19,,10,7,,OK,0.10,N/A,0
1211,box.a5,4/24/2014 1:40:02 PM,(ok),00:01:00,OK,0.3,24449,,0.5,4038,,1,765,,2.5,65,,5,23,,10,7,,OK,0.10,N/A,0
1212,box.a5,4/24/2014 1:41:02 PM,(ok),00:01:00,OK,0.3,24311,,0.5,4086,,1,762,,2.5,53,,5,33,,10,2,,OK,0.10,N/A,0
1213,box.a5,4/24/2014 1:42:02 PM,(ok),00:01:00,OK,0.3,24142,,0.5,3933,,1,744,,2.5,49,,5,23,,10,3,,OK,0.10,N/A,0
1214,box.a5,4/24/2014 1:43:02 PM,(ok),00:01:00,OK,0.3,24516,,0.5,4061,,1,682,,2.5,57,,5,23,,10,7,,OK,0.10,N/A,0
1215,box.a5,4/24/2014 1:44:02 PM,(ok),00:01:00,OK,0.3,23706,,0.5,3922,,1,667,,2.5,73,,5,17,,10,6,,OK,0.10,N/A,0
1216,box.a5,4/24/2014 1:45:02 PM,(ok),00:01:00,OK,0.3,24376,,0.5,4049,,1,679,,2.5,54,,5,22,,10,3,,OK,0.10,N/A,0
1217,box.a5,4/24/2014 1:46:02 PM,(ok),00:01:00,OK,0.3,24156,,0.5,4058,,1,730,,2.5,62,,5,22,,10,7,,OK,0.10,N/A,0
1218,box.a5,4/24/2014 1:47:02 PM,(ok),00:01:00,OK,0.3,23467,,0.5,3889,,1,686,,2.5,58,,5,21,,10,3,,OK,0.10,N/A,0
1219,box.a5,4/24/2014 1:48:02 PM,(ok),00:01:00,OK,0.3,23885,,0.5,4047,,1,692,,2.5,55,,5,12,,10,2,,OK,0.10,N/A,0
1220,box.a5,4/24/2014 1:49:02 PM,(ok),00:01:00,OK,0.3,23916,,0.5,3956,,1,686,,2.5,60,,5,20,,10,1,,OK,0.10,N/A,0
1221,box.a5,4/24/2014 1:50:02 PM,(ok),00:01:00,OK,0.3,23708,,0.5,3943,,1,651,,2.5,60,,5,18,,10,7,,OK,0.10,N/A,0
1222,box.a5,4/24/2014 1:51:02 PM,(ok),00:01:00,OK,0.3,24006,,0.5,3980,,1,679,,2.5,47,,5,11,,10,1,,OK,0.10,N/A,0
1223,box.a5,4/24/2014 1:52:02 PM,(ok),00:01:00,OK,0.3,23631,,0.5,3887,,1,688,,2.5,56,,5,17,,10,2,,OK,0.10,N/A,0
1224,box.a5,4/24/2014 1:53:02 PM,(ok),00:01:00,OK,0.3,23269,,0.5,3894,,1,668,,2.5,59,,5,18,,10,2,,OK,0.10,N/A,0
1225,box.a5,4/24/2014 1:54:02 PM,(ok),00:01:00,OK,0.3,23945,,0.5,3857,,1,641,,2.5,51,,5,7,,10,5,,OK,0.10,N/A,0
1226,box.a5,4/24/2014 1:55:02 PM,(ok),00:01:00,OK,0.3,23315,,0.5,3732,,1,679,,2.5,36,,5,17,,10,4,,OK,0.10,N/A,0
1227,box.a5,4/24/2014 1:56:02 PM,(ok),00:01:00,OK,0.3,23568,,0.5,3911,,1,637,,2.5,51,,5,16,,10,5,,OK,0.10,N/A,0
1228,box.a5,4/24/2014 1:57:02 PM,(ok),00:01:00,OK,0.3,23751,,0.5,3934,,1,683,,2.5,52,,5,15,,10,1,,OK,0.10,N/A,0
1229,box.a5,4/24/2014 1:58:02 PM,(ok),00:01:00,OK,0.3,23325,,0.5,3824,,1,604,,2.5,57,,5,9,,10,5,,OK,0.10,N/A,0
1230,box.a5,4/24/2014 1:59:02 PM,(ok),00:01:00,OK,0.3,23459,,0.5,3776,,1,665,,2.5,41,,5,20,,10,2,,OK,0.10,N/A,0
1231,box.a5,4/24/2014 2:00:02 PM,(ok),00:01:00,OK,0.3,22993,,0.5,3736,,1,632,,2.5,32,,5,9,,10,0,,OK,0.10,N/A,0
1232,box.a5,4/24/2014 2:01:02 PM,(ok),00:01:00,OK,0.3,23600,,0.5,3758,,1,650,,2.5,48,,5,18,,10,3,,OK,0.10,N/A,0
1233,box.a5,4/24/2014 2:02:02 PM,(ok),00:01:00,OK,0.3,23244,,0.5,3861,,1,672,,2.5,42,,5,12,,10,1,,OK,0.10,N/A,0
1234,box.a5,4/24/2014 2:03:02 PM,(ok),00:01:00,OK,0.3,23480,,0.5,3759,,1,585,,2.5,26,,5,12,,10,3,,OK,0.10,N/A,0
1235,box.a5,4/24/2014 2:04:02 PM,(ok),00:01:00,OK,0.3,23908,,0.5,3794,,1,611,,2.5,44,,5,14,,10,3,,OK,0.10,N/A,0
1236,box.a5,4/24/2014 2:05:02 PM,(ok),00:01:00,OK,0.3,22959,,0.5,3744,,1,619,,2.5,51,,5,18,,10,4,,OK,0.10,N/A,0
1237,box.a5,4/24/2014 2:06:02 PM,(ok),00:01:00,OK,0.3,23346,,0.5,3803,,1,647,,2.5,47,,5,17,,10,4,,OK,0.10,N/A,0
1238,box.a5,4/24/2014 2:07:02 PM,(ok),00:01:00,OK,0.3,23568,,0.5,3753,,1,594,,2.5,43,,5,18,,10,4,,OK,0.10,N/A,0
1239,box.a5,4/24/2014 2:08:02 PM,(ok),00:01:00,OK,0.3,23764,,0.5,3774,,1,592,,2.5,37,,5,15,,10,2,,OK,0.10,N/A,0
1240,box.a5,4/24/2014 2:09:02 PM,(ok),00:01:00,OK,0.3,23342,,0.5,3783,,1,574,,2.5,52,,5,8,,10,10,,OK,0.10,N/A,0
1241,box.a5,4/24/2014 2:10:02 PM,(ok),00:01:00,OK,0.3,22947,,0.5,3659,,1,618,,2.5,33,,5,13,,10,2,,OK,0.10,N/A,0
1242,box.a5,4/24/2014 2:11:02 PM,(ok),00:01:00,OK,0.3,23365,,0.5,3761,,1,632,,2.5,54,,5,9,,10,3,,OK,0.10,N/A,0
1243,box.a5,4/24/2014 2:12:02 PM,(ok),00:01:00,OK,0.3,23248,,0.5,3631,,1,623,,2.5,40,,5,8,,10,3,,OK,0.10,N/A,0
1244,box.a5,4/24/2014 2:13:02 PM,(ok),00:01:00,OK,0.3,23148,,0.5,3750,,1,627,,2.5,32,,5,11,,10,2,,OK,0.10,N/A,0
1245,box.a5,4/24/2014 2:14:02 PM,(ok),00:01:00,OK,0.3,23393,,0.5,3851,,1,549,,2.5,35,,5,16,,10,5,,OK,0.10,N/A,0
1246,box.a5,4/24/2014 2:15:02 PM,(ok),00:01:00,OK,0.3,23528,,0.5,3596,,1,602,,2.5,40,,5,13,,10,3,,OK,0.10,N/A,0
1247,box.a5,4/24/2014 2:16:02 PM,(ok),00:01:00,OK,0.3,23049,,0.5,3628,,1,548,,2.5,47,,5,8,,10,2,,OK,0.10,N/A,0
1248,box.a5,4/24/2014 2:17:02 PM,(ok),00:01:00,OK,0.3,23245,,0.5,3691,,1,584,,2.5,36,,5,12,,10,1,,OK,0.10,N/A,0
1249,box.a5,4/24/2014 2:18:02 PM,(ok),00:01:00,OK,0.3,23528,,0.5,3699,,1,571,,2.5,43,,5,6,,10,4,,OK,0.10,N/A,0
